"","ResponseId","Q6","Q8","STEM_Non-STEM","Q12","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q41","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q78_7_TEXT","Q80","Q80_3_TEXT","Q82","Q84","Q86","Q88","Q88_5_TEXT","Q90_1","Q90_2","Q92_1","Q92_2","Q92_3","Q137_1","Q137_2","Q136_1","Q136_2","Q136_3","Q139_1","Q139_2","Q138_1","Q138_2","Q138_3","Q141_1","Q141_2","Q140_1","Q140_2","Q140_3","Q95","Q97","Q99","Q101","Q103","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","otherobst","otherobst_scored","otherobst_TEXT","Q104","Q60","Sex_ANOVA_Code","Q61","Q62","Citizenship_ANOVA_Code","Q63","Hispanic_Latino_ANOVA_Code","Race_Ethnicity","Race_Ethnicy_ANOVA_Code","Race_RECODE","Underrepresented"
"240","R_1odTVIW5uAzWRHF","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Ambivalent","Agree","Agree","Agree","Probably","Maybe","Probably","Excellent","Very good","Very good","Very good","Good","Poor","Good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Good","Very Good","Good","Good","Very Good","Very helpful","Very helpful","Very helpful","Not at all helpful","Not very helpful","Not very helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Very helpful","10","5","Yes","4","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bioinformatics Scientist","I don't have an employer yet; N/A.","Yes",NA,"Boston, MA","Probably","Probably","Probably","Very good","Very good","Good","Good","Poor","Poor","Good","Ambivalent","Ambivalent","Agree","Ambivalent","A major obstacle","A major obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","A major obstacle",3,"Change in project/publication plans","Genetics/genomics","Male",1,"01/04/1988","U.S. Citizen",1,"No",2,"Asian",1,"Asian","Non-Underrespresented Group"
"241","R_294zTytW8j7pN5X","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Strongly Agree","Agree","Strongly Agree","Probably","Definitely","Probably","Fair","Good","Excellent","Excellent","Very good","Very good","Very good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Excellent","Very Good","Very Good","Very Good","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","Yes","Not very helpful","Yes","Very helpful","5","8","Yes","3","2","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Other Life Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guest Researcher/Postdoc","Stockholm University","No","Sweden","Stockholm","Probably","Definitely","Probably","Fair","Good","Excellent","Excellent","Very good","Excellent","Very good","Agree","Agree","Agree","Agree","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Biogeochemistry","Male",1,NA,"U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"242","R_10JFJvsC0MOXlZr","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Ambivalent","Ambivalent","Agree","Agree","Probably","Definitely","Probably","Good","Fair","Fair","Very good","Excellent","Excellent","Good","Yes, and I attended","Somewhat Effective","Yes","Yes","Excellent","Very Good","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Very helpful","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Very helpful","Yes","Very helpful","No",NA,"Yes","Very helpful","10","5","Yes","6","2","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Education","4-year college or university","Scientists, Social Scientists","Life Scientists","Biological Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Researcher","Boston University","Yes",NA,"Boston, MA","Probably","Probably","Probably","Good","Fair","Good","Good","Very good","Very good","Good","Ambivalent","Ambivalent","Agree","Agree","Not an obstacle",NA,"A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Bioinformatics","Male",1,"06/01/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"243","R_1Qxvml7qduOuFJi","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Fair","Good","Agree","Agree","Ambivalent","Agree","Probably","Definitely","Maybe","Fair","Good","Excellent","Very good","Poor","Poor","Good","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Good","Fair","Fair","Fair","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Yes","Very helpful","Somewhat helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Yes","Somewhat helpful","No",NA,"No",NA,"0","2","Yes","1","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Education",NA,"Education, Training, and Library Occupations","College/University other faculty member or instructor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prefer not to say","Prefer not to say","Yes",NA,"Boston","Probably","Probably","Probably","Good","Good","Good","Good","Fair","Fair","Good","Agree","Agree","Ambivalent","Agree","A major obstacle","A minor obstacle","Not an obstacle","A major obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Sociology","Female",2,"03/03/1975","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"244","R_2VgygrVUWa3o5Lp","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Agree","Agree","Agree","Ambivalent","Probably","Definitely","Maybe","Good","Good","Fair","Good","Good","Poor","Good","Yes, but I did not attend",NA,"Yes","No","Good","Fair","Poor","Fair","N/A","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not very helpful","Not very helpful","Not very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"No",NA,"1","1","No","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","No","Non-tenure track faculty appointment",NA,"Education",NA,"Education, Training, and Library Occupations",NA,NA,"Education",NA,"Education, Training, and Library Occupations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,"Maybe","Definitely","Maybe","Good","Good","Fair","Good","Good","Poor","Good","Agree","Agree","Agree","Agree","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"statistics","Male",1,"01/10/1984","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"245","R_2bpcwCvwEWHo7M5","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","Probably","Definitely","Probably","Fair","Good","Good","Good","Very good","Excellent","Very good","Yes, and I attended","Very Effective","Yes","Yes","Excellent","Very Good","Very Good","Very Good","Excellent","Somewhat helpful","Somewhat helpful","Very helpful","Very helpful","Somewhat helpful","Very helpful","Yes","No","Somewhat helpful","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Yes","Very helpful","Yes","Not very helpful","Yes","Very helpful","16","7","Yes","10","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Education","4-year college or university","Scientists, Social Scientists","Physical Scientists","Astronomers and Physicists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Education and Research Fellow","Amherst College","Yes",NA,"Amherst","Probably","Definitely","Probably","Fair","Good","Very good","Good","Very good","Very good","Very good","Agree","Agree","Strongly Agree","Strongly Agree","A minor obstacle","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,NA,"Astronomy","Male",1,"07/16/1992","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"246","R_2f1H0L932h4Skbw","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Fair","Excellent","Very good","Ambivalent","Agree","Strongly Agree","Strongly Agree","Maybe","Definitely","Probably","Fair","Very good","Good","Fair","Excellent","Good","Good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Very Good","Very Good","Very Good","Very Good","Good","Somewhat helpful","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Not at all helpful","Yes","Very helpful","7","3","Yes","3","1","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe","Definitely","Probably","Fair","Good","Good","Fair","Excellent","Good","Good","Ambivalent","Agree","Strongly Agree","Strongly Agree","A minor obstacle","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not applicable",NA,NA,NA,"Biomedical Engineering","Male",1,"12/07/1990","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"247","R_wNmmLws11s2dE3v","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Good","Good","Strongly Agree","Agree","Agree","Agree","Probably","Probably","Maybe","Very good","Excellent","Good","Good","Very good","Good","Good","Yes, and I attended","Somewhat Effective","Yes","No","Very Good","Very Good","N/A","Very Good","N/A","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Very helpful","No",NA,"No",NA,"4","8","Yes","3","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably","Maybe","Maybe","Very good","Excellent","Good","Good","Very good","Fair","Very good","Strongly Agree","Agree","Agree","Agree","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"History","Male",1,"08/23/1976","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"248","R_323bONga310FqUW","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Excellent","Very good","Agree","Agree","Agree","Strongly Agree","Probably","Definitely","Probably","Very good","Very good","Good","Very good","Excellent","Good","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Good","Excellent","Excellent","Excellent","Excellent","Somewhat helpful","Somewhat helpful","Somewhat helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","Yes","Very helpful","Yes","Very helpful","4","6","Yes","5","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Industry/for-profit organization","Yes","Other","Scientist","Technology","Computer and Electronic Product Manufacturing","Scientists, Social Scientists","Physical Scientists","Chemists and Materials Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist","Nanosys","Yes",NA,"Milpitas, CA","Probably","Definitely","Probably","Very good","Very good","Good","Very good","Excellent","Good","Very good","Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Materials Science and Engineering","Male",1,"04/13/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"249","R_3HpLWqmJigVU7mV","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Probably","Very good","Very good","Very good","Excellent","Very good","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Excellent","N/A","N/A","Excellent","N/A",NA,"Very helpful","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No",NA,"1","8","Yes","9","1","Returning to, or continuing in, predoctoral employment",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Tenure-track faculty appointment",NA,"Research, Consulting, and Legal Services",NA,"Scientists, Social Scientists","Social Scientists and Related Occupations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research Associate","McLean Hospital","Yes",NA,"Belmont, MA","Definitely","Definitely","Probably","Very good","Very good","Very good","Very good","Very good",NA,"Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,NA,"Behavioral neuroscience","Female",2,"04/16/1987","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"250","R_UW9O4r7l7Vbgjwl","PhD","College G","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Very good","Excellent","Fair","Excellent","Very good","Good","Excellent","I don't remember",NA,"Yes","Yes","Good","Good","Very Good","Very Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Very helpful","No",NA,"Yes","Very helpful","2","9","Yes","49","5","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Education","Medical school or other professional school","Scientists, Social Scientists","Social Scientists and Related Occupations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow","Harvard T.H. Chan School of Public Health","Yes",NA,"Boston, MA","Probably","Definitely","Definitely","Excellent","Excellent","Good","Excellent","Good","Very good","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Epidemiology","Female",2,"06/17/1990","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"251","R_tZ0RdvOdW53SPAd","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Agree","Agree","Agree","Agree","Definitely","Definitely","Definitely","Very good","Very good","Excellent","Excellent","Very good","Very good","Excellent","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Good","Excellent","Excellent","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Very helpful","Yes","Very helpful","Yes","Very helpful","Yes","Very helpful","6","3","Yes","4","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Fellow",NA,"Yes",NA,"Austin","Definitely","Definitely","Definitely","Very good","Excellent","Very good","Excellent","Excellent","Very good","Excellent","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not applicable","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not applicable","Not applicable",NA,NA,"Biology","Female",2,"04/23/1991","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"252","R_2TzQLNfHS5ivKXR","PhD","College C","STEM","I wish to complete the XX University Doctoral Exit survey.","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Maybe","Probably","Maybe","Good","Excellent","Excellent","Very good","Very good","Very good","Very good","Yes, and I attended","Neither Effective nor Ineffective","Yes","Yes","Excellent","Excellent","Excellent","Excellent","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","N/A - I did not receive advice on this","Very helpful","N/A - I did not receive advice on this","Very helpful","Very helpful","N/A - I did not receive advice on this","Yes","Somewhat helpful","No",NA,"Yes","Very helpful","6","25","Yes","8","0","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Computer and Mathematical Occupations","Computer and Information Research Scientists",NA,"Research, Consulting, and Legal Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Research Associate","Princeton University","Yes",NA,"Princeton, NJ","Maybe","Probably","Maybe","Good","Excellent","Excellent","Excellent","Very good","Very good","Good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not applicable","Not an obstacle",1,NA,"Cryptography","Female",2,"04/28/1994","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"253","R_2WwLqKwSjvDeyww","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Very good","Excellent","Agree","Agree","Agree","Strongly Agree","Definitely","Definitely","Definitely","Very good","Very good","Very good","Very good","Fair","Fair","Very good","Yes, and I attended","Very Effective","Yes","Yes","Very Good","Very Good","Very Good","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Somewhat helpful","Not very helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Not very helpful","Yes","Not at all helpful","Yes","Very helpful","3","3","Yes","3","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Architecture and Engineering Occupations","Mechanical Engineers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A","Yes",NA,"San Diego, California","Definitely","Definitely","Definitely","Very good","Very good","Very good","Very good","Fair","Fair","Very good","Agree","Agree","Agree","Strongly Agree","Not an obstacle","Not an obstacle","Not an obstacle","A major obstacle","Not an obstacle","Not applicable","A major obstacle",3,"Learning disability","Mechanical Engineering","Male",1,"09/19/1986","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"254","R_1o5wYdzHCxwanuQ","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Good","Excellent","Very good","Agree","Agree","Agree","Strongly Agree","Definitely","Definitely","Definitely","Very good","Very good","Very good","Very good","Excellent","Good","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Very Good","Very Good","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Yes","Yes","Somewhat helpful","Very helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Yes","Not very helpful","No",NA,"No",NA,"5","10","Yes","1","3","Other - Specify:","Postdoc but seeking nonacademic positions",NA,NA,NA,NA,NA,NA,NA,"Technology",NA,"Scientists, Social Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research Scientist",NA,"Yes",NA,"Boston","Probably","Probably","Probably","Very good","Very good","Very good","Very good","Very good","Very good","Very good","Strongly Agree","Agree","Strongly Agree","Strongly Agree","A major obstacle","A major obstacle","A major obstacle","A major obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,NA,"Female",2,NA,"U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"255","R_24Nv5423WjGWZec","PhD","College E","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Maybe","Probably","Maybe","Good","Very good","Excellent","Very good","Very good","Very good","Very good","No",NA,"Yes","Yes","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","No",NA,"Yes","Somewhat helpful","Yes","Very helpful","0","25","Yes","13","5","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Other","postdoc",NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Social Scientists and Related Occupations","Other Social Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"postdoctoral fellow","BU Center for Psychiatric Rehabilitation","Yes",NA,"Boston","Maybe","Probably","Maybe","Good","Excellent","Excellent","Very good","Very good","Very good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle",NA,NA,NA,"Rehabilitation Science","Female",2,NA,"U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"256","R_3g5Dl4oFSNNwBo0","PhD","College C","Non-STEM","I wish to complete the XX University Doctoral Exit survey.","Fair","Very good","Good","Ambivalent","Agree","Agree","Agree","Definitely not","Maybe","Maybe","Good","Good","Poor","Poor","Good","Fair","Fair","No",NA,"No","No","Poor","Excellent","Poor","Very Good","Good","Somewhat helpful","Not very helpful","Not very helpful","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Yes","Not very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Yes","Somewhat helpful","Yes","Very helpful","No",NA,"2","6","No","4","0","Seeking position but have no specific prospects",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Definitely not","Maybe","Maybe","Good","Good","Poor","Poor","Fair","Fair","Fair","Ambivalent","Agree","Agree","Agree","Not applicable","Not an obstacle","A minor obstacle","A major obstacle","Not an obstacle","Not an obstacle","A major obstacle",3,"Poor advising by my PI","Anthropology","Female",2,"02/17/1988","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"257","R_6fjZ7yuYJUKHzS9","PhD","College B","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Excellent","Excellent","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Excellent","Excellent","Excellent","Excellent","Excellent","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","No",NA,"Yes","Very helpful","5","8","Yes","3","1","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Post-doctoral appointment",NA,"Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Life Scientists","Other Life Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Postdoctoral Scholar-Employee","University of California - San Francisco","Yes",NA,"San Francisco","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","Not applicable","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",NA,NA,NA,"Neuroscience","Female",2,"04/15/1986","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
"258","R_31L5jPYzrw1TW35","PhD","College F","STEM","I wish to complete the XX University Doctoral Exit survey.","Excellent","Good","Very good","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Probably","Probably","Definitely","Very good","Very good","Excellent","Very good","Excellent","Excellent","Excellent","I don't remember",NA,"Yes","Yes","Good","Very Good","Excellent","Excellent","Excellent","Somewhat helpful","Somewhat helpful","Somewhat helpful","Very helpful","Very helpful","Very helpful","Yes","Yes","Somewhat helpful","Somewhat helpful","Somewhat helpful","Very helpful","Very helpful","Very helpful","Yes","Not very helpful","Yes","Somewhat helpful","Yes","Very helpful","5","6","Yes","8","3","Have signed contract or made definite commitment for a ""postdoc"" or other work",NA,"Employed by an organization (full-time or part-time)",NA,NA,"Academic institution or research institution","Yes","Other","Technical Staff","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Computer and Mathematical Occupations","Computer and Information Research Scientists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technical Staff","MIT Lincoln Laboratory","Yes",NA,"Boston","Maybe","Definitely","Definitely","Very good","Very good","Very good","Very good","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",NA,NA,NA,"Robotics","Male",1,"08/27/1993","U.S. Citizen",1,"No",2,"White",5,"White","Non-Underrespresented Group"
