"","Q8","STEM_Non-STEM","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q23","Q24","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q38","Q39","Q40","Q42","Q45","Q46","Q47","Q48","Q49","Q90_1","Q99","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","Sex_ANOVA_Code","Citizenship_ANOVA_Code","Hispanic_Latino_ANOVA_Code","Race_Ethnicy_ANOVA_Code","Underrepresented"
"98",1,1,4,4,4,4,4,4,4,2,2,5,4,4,4,4,4,2,4,1,1,1,4,4,4,3,3,3,1,1,4,1,1,"7","1",0,"1","1",1,1,2,2,5,4,4,4,4,5,2,4,4,4,4,4,2,1,2,1,1,1,1,1,2,4,1
"99",6,1,4,3,4,4,4,4,4,4,5,4,4,3,5,4,3,3,4,1,1,1,4,4,4,4,4,3,1,0,NA,0,1,"3","2",1,"5","0",1,1,4,5,4,3,3,5,4,3,3,4,4,4,4,4,1,2,2,2,2,1,1,1,2,5,1
"100",1,0,4,2,3,3,4,3,4,3,5,3,3,3,2,2,1,3,3,1,1,1,3,4,3,2,2,2,1,1,3,1,1,"2","12",1,"7","0",2,1,3,4,3,3,3,2,2,1,2,3,3,3,3,3,1,2,3,2,1,1,2,1,2,5,1
"101",6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,NA,1,1,4,4,4,4,4,4,0,1,4,1,1,"2","5",1,"2","1",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,1,1,2,5,1
"102",3,1,4,3,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,2,1,1,4,4,4,4,4,4,1,1,3,1,1,"25","8",1,"1","3",NA,1,4,5,4,4,4,5,4,3,4,4,4,4,4,4,3,1,1,1,1,1,1,1,2,5,1
"103",1,1,4,4,4,4,4,4,4,3,5,5,4,4,4,4,4,4,4,1,1,0,4,4,4,4,0,4,0,1,4,0,0,"0","7",1,"24","7",1,1,3,5,5,4,4,4,4,2,4,4,4,4,4,5,1,1,1,1,1,1,2,1,2,5,1
"104",6,1,4,3,4,5,4,4,4,4,4,5,4,4,3,3,4,1,4,1,1,0,3,3,4,0,0,0,0,1,4,0,1,"6","0",2,"0","2",1,1,4,5,4,4,4,2,3,4,2,4,5,4,4,4,1,2,3,1,2,1,2,1,2,5,1
"105",1,0,4,3,3,4,4,4,4,4,5,3,3,5,2,4,2,1,3,0,1,0,4,2,4,3,1,0,0,1,4,0,0,"15","8",1,"0","0",2,1,4,3,3,3,5,2,3,2,1,3,4,4,3,4,2,2,2,1,1,1,2,1,2,5,1
"106",1,1,4,4,4,4,4,4,4,4,5,4,4,4,2,4,2,1,4,1,1,0,4,4,4,2,2,3,0,1,4,0,1,"5","4",0,"5","2",4,1,4,5,4,4,4,2,4,NA,2,4,4,4,4,4,2,1,1,1,1,1,2,1,2,5,1
"107",6,1,4,5,3,4,4,4,5,4,5,4,4,4,4,3,4,2,3,1,1,0,4,4,4,4,4,3,0,1,1,0,0,"3","3",1,"1","1",4,NA,3,5,3,4,3,4,4,4,3,4,4,4,4,5,0,0,0,0,0,0,2,1,2,5,1
"108",1,1,3,2,3,4,3,3,3,2,4,3,3,4,1,2,3,1,3,2,1,0,0,3,3,2,2,2,0,1,2,0,1,"2","3",1,"0","1",1,1,2,4,3,2,3,1,3,3,1,3,4,3,2,2,2,1,2,2,1,1,2,1,2,5,1
"109",1,1,5,5,5,4,5,5,5,5,5,4,4,4,5,4,3,2,4,1,1,0,4,4,4,4,4,4,0,1,4,0,1,"8","6",1,"3","1",1,0,5,5,4,4,4,5,4,2,4,4,4,5,5,5,1,2,2,2,2,0,2,1,2,5,1
"110",1,0,4,4,4,4,4,5,5,4,4,4,4,4,5,5,3,3,4,1,1,1,4,4,4,4,3,4,1,1,3,0,1,"1","9",1,"2","0",2,1,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,1,1,1,1,1,2,1,2,5,1
"111",1,0,4,2,4,4,4,3,4,4,4,4,3,4,2,4,5,2,4,1,1,0,3,3,3,3,2,2,1,1,4,0,1,"2","13",1,"2","1",4,1,3,4,4,4,4,3,4,5,2,4,5,4,3,4,2,1,2,1,1,1,2,1,2,5,1
"112",1,1,5,4,4,4,5,4,5,4,5,5,5,4,4,4,5,4,4,1,1,0,4,4,3,3,3,3,1,1,4,1,0,"0","1",0,"2","0",1,1,3,5,4,4,4,4,4,4,3,4,4,5,4,5,2,2,3,2,2,1,1,1,2,5,1
"113",1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,2,1,0,4,4,4,3,3,3,1,1,4,1,0,"5","5",1,"2","0",5,1,5,5,5,5,5,4,4,4,3,5,5,5,5,4,2,1,2,1,1,1,2,1,2,5,1
"114",1,1,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,5,1,1,1,4,4,4,4,4,4,1,0,NA,0,0,"2","4",2,"4","1",1,1,4,5,4,4,4,4,4,4,5,4,5,4,4,5,0,1,1,1,2,0,1,1,2,5,1
"115",1,1,3,3,3,4,4,4,3,2,5,4,NA,NA,NA,NA,5,2,3,0,1,0,4,4,4,0,0,0,0,1,3,0,1,"0","2",0,"2","0",1,1,4,5,4,NA,NA,3,NA,5,2,4,4,4,4,4,2,1,2,2,1,1,2,1,2,5,1
"116",1,1,4,3,4,3,4,3,5,4,5,4,3,2,4,2,4,5,3,1,1,1,4,4,3,4,4,4,0,0,NA,0,1,"3","6",1,"10","2",1,1,4,5,4,3,2,4,2,4,5,3,3,4,3,4,1,1,3,2,2,1,1,1,3,5,1
"117",4,1,5,4,5,4,5,4,5,5,5,5,4,4,4,4,5,4,5,2,1,1,3,4,3,4,0,3,1,1,4,0,1,"3","8",1,"11","0",4,1,5,5,5,5,5,5,4,5,4,5,4,5,4,5,2,1,1,2,1,0,2,1,2,5,1
"118",1,1,3,4,3,2,4,2,4,3,5,4,2,2,2,1,4,1,2,2,1,0,3,4,4,1,0,0,1,1,1,1,0,"2","6",1,"3","5",1,1,3,5,3,2,2,2,1,3,1,2,2,4,2,4,3,1,2,2,2,1,2,1,2,5,1
"119",1,1,3,2,3,3,4,4,4,2,2,2,4,4,5,3,2,1,3,1,1,1,4,4,4,4,4,4,1,1,4,1,1,"4","12",1,"7","1",8,1,2,2,3,4,4,3,4,2,2,3,3,4,4,4,3,1,1,2,2,1,2,1,2,4,1
"120",5,0,4,5,4,4,4,5,5,4,3,5,4,4,5,4,5,3,4,1,1,0,3,4,4,4,3,3,1,1,3,0,1,"3","5",1,"7","1",3,0,4,3,4,4,4,5,4,4,3,4,4,4,5,5,2,1,1,1,2,1,1,1,2,5,1
"121",1,1,4,4,4,3,3,3,5,4,4,3,2,4,5,5,3,2,4,1,1,1,4,4,4,4,3,3,1,1,3,1,0,"5","15",1,"1","2",2,1,3,3,3,2,4,4,4,3,2,4,3,3,3,5,2,1,1,2,2,1,2,1,2,5,1
"122",1,1,4,4,4,5,5,5,5,5,5,5,3,2,5,4,3,5,5,1,1,1,4,4,3,4,4,4,1,1,3,0,1,"4","20",1,"13","0",7,1,5,5,5,2,2,5,5,3,5,5,5,5,5,5,2,2,1,2,1,1,1,1,2,5,1
"123",1,1,4,3,3,4,4,3,4,4,4,4,3,4,4,2,2,2,3,2,1,1,4,4,3,0,3,3,0,1,3,1,1,"7","3",1,"1","0",1,1,4,5,4,4,4,3,2,3,3,3,4,4,4,4,2,1,1,1,1,1,2,1,2,5,1
"124",1,0,4,4,4,4,4,4,5,3,4,4,4,5,5,3,5,2,4,0,1,1,4,4,4,3,1,3,0,1,3,1,0,"3","3",1,"1","0",NA,0,2,4,4,4,4,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,1
"125",1,1,3,4,3,3,5,5,5,3,2,4,3,3,5,5,3,3,4,1,0,0,4,4,4,4,3,4,0,1,4,0,1,"10","6",1,"5","0",3,1,3,2,4,3,3,5,5,3,4,4,3,5,5,5,1,1,2,2,1,1,2,1,2,5,1
"126",1,0,3,3,3,4,4,3,4,4,4,3,2,3,3,2,3,3,3,0,1,1,3,3,3,0,4,3,1,1,3,0,1,"0","6",1,"2","0",2,1,4,4,3,2,3,3,2,3,3,3,4,3,3,4,3,1,2,1,1,1,2,1,2,5,1
"127",5,0,4,4,4,3,4,4,4,5,5,4,5,5,3,3,5,2,4,1,1,0,4,3,4,4,4,4,1,1,4,1,1,"0","9",1,"4","1",2,1,4,5,4,5,5,3,3,5,4,4,3,4,4,4,3,2,1,2,1,1,1,1,2,5,1
"128",3,1,5,3,4,5,4,4,5,4,4,4,4,4,3,5,5,2,4,1,1,1,4,4,3,3,3,4,0,1,3,1,0,"99","10",1,"6","0",1,1,4,4,4,4,4,3,5,5,3,4,5,4,4,5,1,2,1,1,1,0,2,1,2,5,1
"129",1,1,5,4,5,2,4,4,4,4,4,4,4,4,5,3,3,2,3,1,1,1,4,4,4,0,0,0,0,1,4,1,1,"7","0",2,"1","1",5,1,4,4,4,3,4,5,4,4,2,3,2,4,4,4,3,1,2,2,1,1,2,1,2,1,1
"130",1,0,5,3,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,1,1,1,4,4,4,4,4,4,1,1,4,1,1,"2","12",1,"8","1",2,0,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1,1,1,1,1,2,5,1
"131",3,1,5,4,3,5,5,4,5,5,4,5,5,5,5,3,4,4,5,1,1,1,2,3,2,0,3,1,1,1,3,0,1,"11","1",0,"0","0",2,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,2,3,2,1,2,0,1,1,2,5,1
"132",5,0,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,1,1,1,4,0,0,0,2,3,1,1,4,1,1,"0","20",1,"5","1",2,1,5,3,5,5,5,5,5,3,5,5,5,5,5,5,3,3,2,2,1,1,2,1,2,5,1
"133",1,0,4,2,3,4,3,3,3,3,4,3,4,4,4,3,4,1,3,1,1,1,4,4,4,3,2,1,1,1,3,1,0,"2","4",1,"1","0",2,1,3,3,2,3,4,4,2,3,1,3,4,3,3,3,3,2,1,1,1,1,1,1,2,5,1
"134",1,0,3,3,3,5,3,5,5,3,2,2,3,3,3,3,3,1,3,1,1,0,3,3,2,1,1,1,1,1,3,0,0,"0","10",1,"22","5",2,NA,3,2,2,3,3,3,3,3,2,3,5,4,4,5,1,1,1,1,1,1,1,1,2,5,1
"135",1,1,4,3,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,1,1,1,4,4,4,0,4,4,1,0,NA,0,1,"5","6",0,"0","1",4,1,4,4,5,4,4,4,3,3,4,4,5,4,4,4,3,2,2,2,2,0,2,1,2,1,1
"136",3,1,5,5,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,1,1,1,4,4,4,4,4,4,0,1,4,0,1,"7","13",0,"3","1",1,1,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,2,1,2,1,1
"137",6,1,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,2,4,1,1,0,3,3,3,4,3,4,0,1,3,0,1,"3","7",1,"1","3",1,1,4,5,4,4,3,4,3,4,2,4,4,4,4,5,1,1,1,2,1,0,2,1,2,1,1
"138",6,1,5,4,5,4,4,3,5,4,4,4,4,5,4,4,5,3,4,2,1,1,4,4,4,3,3,4,1,1,3,1,1,"Perhaps 10?","Probably 30?",1,"8","2",7,1,4,4,4,4,5,4,4,5,4,4,4,4,4,5,0,0,1,2,2,1,1,1,2,5,1
"139",2,0,4,3,4,4,4,3,3,4,4,4,4,5,4,3,4,2,4,0,1,0,4,4,4,4,4,4,0,1,2,1,1,"0","3",1,"4","1",1,1,4,4,3,4,5,4,4,4,3,4,3,3,3,3,3,2,2,2,2,1,2,1,2,1,1
"140",4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,4,4,4,4,1,1,4,0,1,"2","6",1,"18","1",2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,2,1,2,1,1
"141",1,0,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,5,5,0,1,1,4,4,3,3,0,3,1,1,4,0,0,"2","12",1,"0","0",2,1,5,5,5,5,5,4,3,3,4,4,4,4,4,4,2,0,0,0,0,0,1,1,2,1,1
"142",1,0,5,4,4,5,5,5,5,5,5,5,5,5,4,4,3,4,4,1,1,0,4,3,4,3,2,2,1,1,4,1,0,"1","8",1,"0","1",2,0,4,5,4,4,5,4,4,2,4,4,5,5,5,5,1,3,2,1,1,1,2,1,2,5,1
"143",1,1,4,3,4,5,4,3,4,5,5,5,4,4,5,5,5,4,4,1,0,0,4,4,4,3,0,2,1,1,3,1,1,"1","6",1,"2","2",2,1,5,5,5,4,4,5,5,5,3,4,5,4,4,4,1,1,1,1,1,1,1,1,2,5,1
"144",3,1,4,3,3,3,4,3,3,3,2,3,3,4,2,3,4,2,3,1,1,0,4,4,4,4,1,1,1,0,NA,0,1,"~10","~3",1,"3","1",2,1,3,2,4,3,3,4,3,4,3,3,3,3,3,3,3,2,2,1,1,1,2,1,2,5,1
"145",1,1,4,5,4,4,4,3,4,3,4,4,3,3,4,4,3,1,3,1,1,1,4,4,4,3,1,2,0,1,4,1,1,"1","3",1,"5","0",2,1,3,4,4,3,3,4,4,1,1,3,NA,NA,NA,NA,2,2,2,2,1,0,2,1,2,1,1
"146",1,1,4,5,5,4,4,5,5,5,5,5,4,4,5,5,3,3,4,1,1,0,4,4,4,4,3,4,1,1,4,1,1,"3","1",0,"1","0",7,1,4,4,5,4,4,5,5,4,5,5,4,5,5,5,2,2,1,1,1,1,1,1,2,6,1
"147",1,1,4,3,3,3,4,4,4,4,5,4,4,3,4,4,3,4,4,1,1,1,4,4,4,4,0,4,1,1,3,0,1,"3","5",1,"2","2",4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5,1
"148",6,1,5,5,5,4,5,5,4,5,5,5,3,3,3,3,4,1,3,1,1,0,4,4,3,3,0,0,1,1,4,1,1,"3","5",1,"5","2",2,1,5,5,5,3,3,3,3,4,2,3,4,4,4,4,1,2,1,1,1,1,1,1,2,4,1
"149",1,1,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,3,4,1,1,1,4,4,4,3,3,3,0,1,3,1,1,"1","15",1,"3","0",1,1,4,4,4,4,4,4,4,5,3,4,4,4,4,5,2,1,1,2,2,1,1,1,2,5,1
"150",5,0,4,3,4,4,4,3,4,5,4,3,3,2,2,2,5,2,3,1,1,0,3,4,2,2,2,0,NA,1,3,1,1,"0","23",1,"18","2",2,1,5,4,3,3,3,2,2,5,2,3,4,4,3,4,2,2,2,1,1,1,1,1,2,5,1
"151",1,1,5,5,5,5,5,5,5,4,5,5,4,4,4,4,5,4,5,1,1,1,4,4,4,4,4,4,1,1,3,1,1,"10","4",1,"3","1",1,1,4,5,5,4,5,5,5,5,4,5,5,5,5,5,2,1,1,1,1,0,2,1,2,5,1
"152",1,1,4,3,3,2,3,4,4,4,3,3,4,3,4,5,4,3,3,1,1,1,4,4,4,4,3,4,1,1,4,0,1,"0","25",1,"3","0",4,1,4,3,3,3,3,5,5,3,3,3,2,3,4,4,1,1,1,3,1,1,2,1,2,5,1
"153",1,0,4,4,4,5,4,5,5,4,5,5,5,5,4,4,4,4,4,2,1,1,4,4,4,4,4,4,1,0,NA,1,0,"2","4",2,"0","0",5,1,4,5,5,5,5,5,5,4,4,4,5,5,5,5,3,3,1,1,1,1,2,1,2,5,1
"154",3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,4,4,4,4,4,4,0,1,3,1,0,"5","9",0,"1","2",1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,2,1,1,1,0,2,1,2,5,1
"155",1,0,3,3,3,4,4,4,4,3,5,4,3,3,3,3,2,4,3,2,1,0,4,4,4,4,0,4,1,1,4,1,0,"0","10",1,"1","0",2,1,3,5,4,3,3,3,3,2,4,3,4,4,4,4,2,0,2,2,2,0,2,1,2,5,1
"156",1,1,3,4,4,4,3,4,4,3,5,3,3,3,2,4,3,3,3,1,1,0,4,4,4,4,0,0,0,1,4,0,1,"2","5",1,"4","0",1,0,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5,1
"157",1,1,5,5,5,3,4,4,4,5,5,5,2,3,3,3,5,2,3,1,1,1,4,4,4,4,4,4,0,1,2,1,1,"3","0",2,"1","1",1,1,5,5,5,2,3,3,3,5,2,3,3,4,4,4,2,2,1,2,2,3,1,2,2,5,1
"158",1,1,3,3,3,2,2,3,2,2,4,2,4,4,3,4,3,2,3,2,1,0,4,3,2,0,2,2,1,1,4,1,0,"0","1",0,"1","1",NA,1,2,4,2,4,4,3,4,3,2,3,2,2,3,2,1,1,3,2,2,1,1,1,2,4,1
"159",1,1,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,1,1,1,4,4,4,4,4,4,1,0,NA,0,1,"0","10",1,"11","1",2,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,2,2,1,1,1,2,2,2,1,1
"160",4,1,5,4,5,5,5,5,5,5,4,5,4,4,4,4,3,4,4,1,1,1,4,4,4,4,4,4,1,1,4,0,1,"4","3",1,"0","2",3,NA,4,4,4,4,4,4,4,4,4,4,5,5,5,5,1,1,1,1,1,1,2,1,2,1,1
"161",1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,5,1,1,0,4,3,3,4,0,0,1,1,4,1,1,"3","10",1,"0","3",1,1,5,5,5,5,5,4,4,3,3,5,5,5,5,5,1,1,1,1,1,1,1,1,2,5,1
"162",1,0,3,2,3,3,3,3,4,3,4,3,3,3,3,3,1,1,2,2,1,0,4,4,4,3,3,3,1,1,3,0,0,"1","20",1,"2","1",2,1,2,3,3,3,2,2,3,1,1,3,1,2,2,4,3,2,2,2,2,1,2,1,2,5,1
"163",1,1,4,4,4,4,4,4,4,4,5,3,3,3,4,3,3,2,3,1,1,1,3,3,3,4,4,2,1,1,3,1,1,"6","6",1,"7","1",7,1,4,5,3,3,3,4,3,4,2,3,4,4,4,4,3,NA,2,2,1,0,1,1,2,6,1
"164",6,1,2,2,3,2,2,1,3,2,3,2,3,2,1,2,2,2,2,1,1,0,2,2,2,2,2,1,1,1,2,1,1,"5","3",0,"3","2",1,1,2,3,2,2,2,1,1,2,2,3,2,2,1,3,1,2,3,2,2,1,2,1,2,1,1
"165",1,1,4,4,4,5,4,3,4,4,3,4,4,4,4,4,4,4,4,1,1,0,0,0,0,0,0,0,1,1,3,0,1,"0","1",1,"1","0",1,1,4,4,5,4,4,4,4,4,4,4,4,4,3,4,1,1,1,1,1,1,2,2,2,1,1
"166",1,1,5,5,5,4,5,5,5,5,5,5,4,3,5,5,5,5,4,1,1,0,4,4,4,4,3,4,0,1,3,1,1,"8","10",1,"3","0",2,1,5,5,5,4,3,5,5,5,5,5,4,5,5,5,1,2,NA,1,1,1,1,1,2,5,1
"167",1,0,3,1,2,5,5,4,5,3,5,4,5,5,4,4,4,3,4,1,1,1,4,4,4,0,0,0,0,0,NA,0,1,"1","1",1,"1","0",NA,NA,3,5,3,5,5,3,3,3,2,4,5,5,4,5,3,3,1,2,2,0,2,1,2,5,1
"168",1,1,4,3,3,5,4,5,5,3,4,3,2,2,3,1,4,3,3,1,1,1,3,3,4,3,1,2,1,1,4,1,0,"1","1",1,"3","1",2,1,3,5,4,2,2,3,2,3,3,3,4,4,4,5,2,1,1,2,2,0,1,1,2,5,1
"169",1,1,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,1,1,4,4,4,4,3,4,0,1,3,0,1,"5","10",1,"2","1",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,1,1,2,1,1
"170",3,1,5,4,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,1,1,1,4,4,4,3,3,3,1,0,NA,0,0,"3","2",1,"1","1",1,1,4,4,5,5,5,4,4,4,4,5,5,5,5,4,2,2,1,2,1,1,1,1,2,5,1
"171",1,1,4,4,4,5,5,5,5,4,4,5,5,5,5,5,3,4,5,2,1,0,4,4,4,4,4,4,0,1,4,1,0,"5","1",2,"0","0",7,1,4,4,5,5,5,5,4,3,4,5,5,5,5,5,1,1,1,1,1,1,1,1,2,5,1
"172",6,1,2,2,2,2,3,3,3,3,4,2,3,3,4,2,3,2,2,1,1,0,4,4,4,3,4,3,0,1,4,0,1,"3","20",1,"9","0",7,1,3,4,2,3,3,4,3,3,3,3,2,3,3,3,1,1,1,2,1,1,2,1,2,1,1
"173",6,1,4,3,4,4,4,4,4,3,4,5,4,4,4,3,3,4,4,1,1,1,3,3,3,0,3,3,0,1,4,1,1,"3","5",0,"3","0",1,1,4,4,5,4,4,3,4,3,3,4,4,4,4,4,3,0,2,1,1,0,2,1,2,5,1
"174",6,1,4,3,4,4,4,4,4,5,5,5,3,2,3,3,5,3,4,1,1,0,4,4,3,4,4,4,0,1,4,1,1,"10 or more","10 or more",1,"4","0",4,1,5,5,5,3,2,4,3,5,3,4,4,4,4,4,2,2,2,1,1,3,1,2,2,5,1
"175",1,0,5,5,5,5,4,4,4,4,3,3,4,4,4,4,3,1,4,1,1,0,4,4,4,4,0,4,0,1,3,0,1,"1","7",1,"3","0",2,1,4,3,3,4,4,4,4,2,1,4,5,4,4,4,1,1,1,1,1,0,1,1,2,5,1
"176",6,1,3,2,4,4,4,4,4,3,4,4,3,3,2,3,4,1,3,1,1,1,3,4,4,3,1,1,0,1,2,1,1,"0","10",1,"9","2",1,NA,3,4,4,3,4,2,3,5,1,3,4,4,3,4,3,2,1,1,1,1,3,1,2,5,1
"177",1,1,4,4,4,5,5,4,4,4,5,5,4,4,5,4,4,3,4,1,1,0,4,4,4,4,4,4,1,1,4,1,1,"5","6",1,"3","0",NA,1,4,5,5,4,4,5,4,4,4,4,5,5,4,4,1,1,1,2,1,1,2,1,2,5,1
"178",3,1,5,3,4,5,5,5,5,5,4,4,3,5,5,4,5,5,4,1,1,1,4,4,4,4,3,4,1,1,4,1,1,"5","6",1,"2","0",2,1,5,4,4,4,5,5,4,5,5,4,5,5,5,5,2,1,1,1,1,1,2,1,2,5,1
"179",1,1,3,3,3,4,4,4,4,4,4,4,4,5,5,5,4,5,4,2,1,1,4,4,3,3,4,4,0,0,NA,1,0,"30","20",0,"1","0",1,1,4,4,4,5,4,4,4,3,4,4,5,5,5,5,2,3,2,2,1,1,2,2,2,1,1
"180",1,0,3,3,3,4,4,4,4,3,3,3,3,3,2,2,4,1,3,1,1,1,3,4,4,3,3,2,1,0,NA,1,1,"5","4",1,"2","0",2,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,1,1,1,2,1,2,5,1
"181",5,0,4,2,4,5,4,4,4,5,5,5,4,3,5,5,3,2,4,1,1,1,4,4,4,4,3,4,1,1,4,1,1,"0","3",1,"3","0",3,1,5,5,5,4,3,5,4,3,3,4,5,4,4,4,3,3,1,1,1,1,1,1,2,5,1
"182",1,1,4,3,3,4,5,4,4,3,5,3,3,4,4,4,5,5,4,1,1,1,4,4,4,4,4,4,1,1,2,1,1,"3","6",1,"3","1",1,NA,3,5,3,3,5,5,5,5,4,3,4,4,4,4,3,2,2,1,1,0,2,1,2,5,1
"183",3,1,3,3,4,4,5,5,4,4,4,5,3,4,4,3,2,4,4,1,1,1,3,4,4,4,0,3,1,1,3,0,0,"8","5",1,"3","1",2,1,4,4,5,3,4,3,3,4,4,4,4,4,5,5,1,1,1,2,1,1,1,1,2,5,1
"184",6,1,4,4,4,5,4,4,5,4,3,4,3,4,5,2,4,3,3,1,1,0,4,4,4,4,4,4,0,1,3,1,0,"25","15",1,"6","0",1,1,4,3,4,3,4,5,2,4,3,3,5,4,4,5,2,1,1,1,2,1,2,1,2,1,1
"185",1,1,4,2,3,5,5,4,4,3,4,3,3,3,4,2,3,2,3,1,1,1,3,3,4,4,3,3,0,1,3,1,1,"4","6",1,"11","4",4,1,2,4,3,3,3,4,2,3,3,3,5,4,4,4,2,2,1,2,1,1,2,1,2,1,1
"186",6,1,3,3,3,4,3,4,3,4,3,4,2,4,4,4,5,1,4,1,1,1,4,4,4,0,2,2,1,1,3,0,1,"3","2",1,"2","2",7,1,4,3,4,2,4,4,4,5,NA,4,4,3,4,3,2,1,1,2,2,1,1,1,2,1,1
"187",1,1,5,3,4,5,4,4,3,4,4,4,3,4,5,3,1,3,4,1,1,1,4,4,4,4,4,4,1,1,4,1,1,"5","3",2,"1","0",1,1,3,4,4,4,4,4,3,2,3,4,5,4,4,3,2,3,2,2,1,0,2,1,2,1,1
"188",3,1,2,2,2,3,2,4,4,3,3,2,2,2,2,2,1,2,2,1,1,1,3,3,2,0,0,0,0,1,3,0,0,"6","3",0,"3","0",4,NA,3,1,3,2,2,2,2,1,2,2,3,2,4,4,2,2,1,2,2,2,2,2,2,1,1
"189",1,1,4,4,4,4,4,4,3,4,5,3,1,3,4,4,5,4,3,1,1,1,4,4,4,4,2,4,0,0,NA,0,1,"6","12",1,"2","2",1,1,4,5,3,1,3,4,4,4,4,4,4,4,4,3,1,1,2,3,2,1,1,1,2,5,1
"190",1,0,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,0,1,0,4,4,4,0,0,0,1,1,4,0,1,"3","1",0,"2","1",2,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,1,1,2,5,1
"191",1,0,4,5,5,5,5,5,5,5,5,3,3,4,1,4,3,3,3,1,1,1,4,2,3,4,0,4,1,1,4,1,1,"0","5",1,"0","1",2,0,5,5,4,2,4,1,4,3,3,3,5,5,5,5,3,2,2,1,1,1,1,1,2,5,1
"192",1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,1,1,0,3,4,4,4,3,3,0,1,4,0,1,"5","0",2,"1","2",NA,1,5,5,5,5,5,5,5,4,4,5,5,5,5,5,1,2,1,1,1,1,1,1,2,5,1
"193",1,1,3,2,3,3,4,3,3,1,2,1,4,3,1,2,2,1,2,1,1,0,4,4,1,1,1,1,1,1,4,1,1,"10","2",1,"0","0",NA,1,2,1,1,3,3,1,2,2,1,2,3,4,3,3,3,1,2,2,1,1,2,1,2,5,1
"194",6,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,1,1,0,4,4,2,3,3,3,0,1,3,1,1,"8","4",1,"5","2",2,1,5,5,5,4,5,4,5,4,4,5,5,5,5,5,1,1,2,1,1,1,1,1,2,5,1
"195",3,1,2,2,3,2,2,1,4,1,5,3,2,3,1,3,5,1,2,0,1,0,4,4,4,4,2,3,1,0,NA,0,0,"16","4",1,"3","2",1,1,1,5,3,2,3,1,3,5,1,2,1,1,1,4,3,1,2,2,2,1,2,1,2,5,1
"196",1,1,3,4,3,2,2,3,5,3,2,2,2,4,1,3,2,1,2,0,1,0,4,2,2,2,2,2,0,1,1,1,1,"0","1",1,"2","0",7,1,3,2,2,3,5,1,3,2,1,2,2,3,4,5,3,2,3,2,1,1,1,1,2,5,1
"197",6,1,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,1,1,0,4,4,4,4,4,4,0,1,3,0,1,"2","0",2,"5","1",2,1,4,4,4,3,3,3,3,3,3,3,3,3,4,4,2,2,1,2,1,1,2,1,2,5,1
